iter	RMSE
139	0.09281837957
140	0.09272074989
141	0.09269453954
142	0.09261302428
143	0.0924869948
144	0.09239984219
145	0.09237129009
146	0.09220777099
147	0.09204060121
148	0.09199692109
149	0.09188722391
150	0.09180136339
151	0.09175881401
152	0.0916864672
153	0.09163214298
154	0.09154659205
155	0.09145289717
156	0.09139998366
157	0.09131364014
158	0.09124438418
159	0.09119755479
160	0.09111701694
161	0.09094608457
162	0.09086620541
163	0.09078291556
164	0.09069061542
165	0.09065000475
166	0.09060591411
167	0.09054970038
168	0.09048082526
169	0.09041030026
170	0.09034134603
171	0.0902912897
172	0.09023322251
173	0.09016593876
174	0.09010424357
175	0.09003581862
176	0.08993676777
177	0.08985392446
178	0.08978709509
179	0.08971981569
180	0.08964841268
181	0.08959727856
182	0.08949831958
183	0.08941101625
184	0.08933646067
185	0.08925869196
186	0.08917572918
187	0.08908646552
188	0.08902328998
189	0.08893522654
190	0.0888600076
191	0.08875670458
192	0.08867068783
193	0.08846011072
194	0.08841275812
195	0.08833161099
196	0.08822968726
197	0.08814219217
198	0.08806936794
199	0.08797374074
200	0.0878943389
201	0.08781577965
202	0.08779129354
203	0.08770513619
204	0.08762522809
205	0.08756755397
206	0.08749101259
207	0.08744518599
208	0.08734748567
209	0.0872439476
210	0.08718871447
211	0.08713691654
212	0.0870968927
213	0.08688069421
214	0.08684355858
215	0.08676908023
216	0.08671947574
217	0.08666286162
218	0.08646493518
219	0.08641891506
220	0.08625939186
221	0.08621842779
222	0.08612495374
223	0.08603293975
224	0.08585671389
225	0.08579373628
226	0.08574564607
227	0.08564607095
228	0.08557265695
229	0.08548907722
230	0.08541026751
231	0.0853483857
232	0.08531529745
233	0.08513135092
234	0.08504365481
235	0.08487228471
236	0.08482937291
237	0.08474379074
238	0.08467448622
239	0.08459271407
240	0.08455877671
241	0.08450252532
242	0.08442496804
243	0.08433482302
244	0.08429038323
245	0.0842588528
246	0.08419790415
247	0.0841422829
248	0.08398517256
249	0.08383852762
250	0.08375074519
251	0.08370519645
252	0.08364734031
253	0.08360429446
254	0.08355364559
255	0.08351674972
256	0.08339647371
257	0.08334381708
258	0.08320455469
259	0.08313297763
260	0.08310612321
261	0.08302959519
262	0.08295693669
263	0.08290060466
264	0.0828033618
265	0.08274605746
266	0.08267256828
267	0.08264120987
268	0.08255218267
269	0.08249245054
270	0.08235173169
271	0.08233141666
272	0.08230337596
273	0.08217097173
274	0.08213316228
275	0.08210130178
276	0.08196802131
277	0.08192943995
278	0.08188985174
279	0.08184652704
280	0.08173145036
281	0.08166343011
282	0.08160929069
283	0.08156849303
284	0.08151092059
285	0.08146507464
286	0.08135351881
287	0.08130520178
288	0.08122575675
289	0.08117542082
290	0.0810584197
291	0.08099257018
292	0.08094248545
293	0.08089712871
294	0.08081251388
295	0.08069037818
296	0.08062141485
297	0.08055910962
298	0.08044305062
299	0.08038562991
300	0.0802820907
301	0.08021000671
302	0.08018487759
303	0.08013662904
304	0.08009940491
305	0.0800600977
306	0.08000244815
307	0.07996887454
308	0.0798858272
309	0.07982974507
310	0.07975046628
311	0.07964546016
312	0.07961838779
313	0.07954759898
314	0.07952282123
315	0.07948374126
316	0.07939752268
317	0.07932108848
318	0.07928398831
319	0.07920799736
320	0.07917571767
321	0.07914673414
322	0.07911634354
323	0.07902575076
324	0.07897873333
325	0.07892744634
326	0.07885461697
327	0.07883091102
328	0.07880842895
329	0.07877888385
330	0.07869291097
331	0.07863296102
332	0.07853593848
333	0.07845590579
334	0.0783829063
335	0.07834194235
336	0.07832252259
337	0.07824966625
338	0.07817263213
339	0.07814116203
340	0.07807168985
341	0.078042662
342	0.07801591337
343	0.07797425225
344	0.07794723239
345	0.07790924055
346	0.07787302807
347	0.07783597946
348	0.07781123905
349	0.07774977873
350	0.07772800653
351	0.07767715431
352	0.07765446325
353	0.0776186061
354	0.0775300567
355	0.07750583689
356	0.07747150013
357	0.07743764975
358	0.07740421332
359	0.07738058799
360	0.07732700436
361	0.0772943541
362	0.07721784351
363	0.07713508259
364	0.07706761407
365	0.07698786983
366	0.07694823673
367	0.07692578376
368	0.07687369769
369	0.07680334505
370	0.07677081663
371	0.07673320138
372	0.07666913155
373	0.07664778088
374	0.07662283073
375	0.07659550616
376	0.07657243475
377	0.07653186964
378	0.07646282981
379	0.07639676519
380	0.07636362633
381	0.07632943537
382	0.0762942983
383	0.07624948087
384	0.07618726688
385	0.07615678951
386	0.0761367635
387	0.07610012712
388	0.07605387126
389	0.07603218561
390	0.07599253807
391	0.07596478297
392	0.07591969743
393	0.07584708478
394	0.07578615123
395	0.0757330198
396	0.07566094712
397	0.07562611779
398	0.07558241343
399	0.07554317006
400	0.07550437762
401	0.07546754419
402	0.07538292489
403	0.07535033079
404	0.07532974816
405	0.07527309514
406	0.07522660228
407	0.07519709321
408	0.07510827704
409	0.07509088797
410	0.07506656011
411	0.0750393076
412	0.07498543373
413	0.07496918071
414	0.07495383932
415	0.0748660992
416	0.0748416746
417	0.0747756723
418	0.07473463385
419	0.07470230269
420	0.07464597607
421	0.07462017544
422	0.07455333221
423	0.07451958986
424	0.07449971829
425	0.07446303022
426	0.0744417367
427	0.07440020325
428	0.07437117163
429	0.07435768711
430	0.0743143965
431	0.07428136082
432	0.07425651571
433	0.07422870926
434	0.0742098158
435	0.07417060689
436	0.07414635568
437	0.07408333015
438	0.07402138904
439	0.07400310073
440	0.073980511
441	0.07395715554
442	0.07391038058
443	0.07387583206
444	0.07385207296
445	0.0737990658
446	0.07376115431
447	0.07370704603
448	0.07366925604
449	0.07364757217
450	0.07360195311
451	0.07357402235
452	0.07354867153
453	0.07350385589
454	0.07341901064
455	0.07336655989
456	0.07333114723
457	0.07331059481
458	0.07328618057
459	0.07324198574
460	0.07317024203
461	0.07315213909
462	0.07309138891
463	0.07302738333
464	0.07299478232
465	0.0729366293
466	0.07290929464
467	0.07288874577
468	0.07286656941
469	0.07281869127
470	0.07280701539
471	0.07275685732
472	0.07274565149
473	0.07272746576
474	0.07270095076
475	0.0726767062
476	0.0726356011
477	0.07258953116
478	0.07256311275
479	0.07252680793
480	0.07249131264
481	0.07244991368
482	0.07243703777
483	0.07239983282
484	0.07237088123
485	0.07234262027
486	0.07229948327
487	0.07228379051
488	0.07222094324
489	0.07217507646
490	0.07215448595
491	0.07211715271
492	0.07207346994
493	0.07205192025
494	0.07202856601
495	0.072009873
496	0.07198716035
497	0.07194585879
498	0.07190056536
499	0.07188489036
500	0.07185873288
501	0.0718420312
502	0.07182283327
503	0.07180143227
504	0.07178264188
505	0.07174027998
506	0.07171325138
507	0.07169329766
508	0.07165847774
509	0.07164174949
510	0.07159775102
511	0.07158450247
512	0.07157325172
513	0.07155004615
514	0.07152428979
515	0.0714810533
516	0.07145685963
517	0.07140572925
518	0.07139326922
519	0.07138176344
520	0.07136191558
521	0.07133943857
522	0.07132768591
523	0.07131191613
524	0.07128312226
525	0.07126899971
526	0.07123486183
527	0.07122027888
528	0.07121165824
529	0.07118479323
530	0.07114327932
531	0.07110764224
532	0.07104238485
533	0.07103411756
534	0.07099548751
535	0.07097625533
536	0.07095762116
537	0.07091550175
538	0.07085287843
539	0.07084539129
540	0.07080981361
541	0.07074683231
542	0.07070973535
543	0.07068209763
544	0.0706435802
545	0.07061030364
546	0.07059015166
547	0.07057456684
548	0.07053821146
549	0.07050232757
550	0.07047212293
551	0.07045084113
552	0.07044328075
553	0.07042517092
554	0.07041004192
555	0.07038315796
556	0.07032241514
557	0.07027799622
558	0.07025855544
559	0.07022608578
560	0.07021144368
561	0.07020441865
562	0.0701908751
563	0.07016524648
564	0.07013922822
565	0.07012102512
566	0.07010437566
567	0.07006640636
568	0.07004202451
569	0.07001310709
570	0.0699568003
571	0.06993547577
572	0.06992153942
573	0.06988910084
574	0.06988028598
575	0.06983354016
576	0.06980912637
577	0.06978844801
578	0.06977517363
579	0.06976327497
580	0.0697275749
581	0.06971303107
582	0.06970482619
583	0.06966893539
584	0.06962530259
585	0.0695944872
586	0.06956355646
587	0.06954303391
588	0.06952076722
589	0.06950361485
590	0.06949061358
591	0.06946193779
592	0.06943113683
593	0.06938206303
594	0.06936501055
595	0.06930845361
596	0.06928858302
597	0.0692634072
598	0.06923517476
599	0.06920343591
600	0.06919689628
601	0.06918025307
602	0.06915338277
603	0.06913610221
604	0.06911939098
605	0.06910254181
606	0.06907336359
607	0.06904574556
608	0.06903228526
609	0.0690194308
610	0.06898356353
611	0.06897002105
612	0.06893049883
613	0.06891819088
614	0.06890171559
615	0.06886780683
616	0.06885275838
617	0.06879105874
618	0.06875888395
619	0.06874396903
620	0.06869187796
621	0.06868032427
622	0.06862705545
623	0.06860572413
624	0.06858271371
625	0.06857106353
626	0.06854742838
627	0.06853627702
628	0.06851144634
629	0.06849501867
630	0.06847462049
631	0.06846090583
632	0.06844929982
633	0.06839437638
634	0.06838268274
635	0.06834122258
636	0.06831826795
637	0.06829005744
638	0.06827649677
639	0.06824576371
640	0.06823404245
641	0.06820645624
642	0.06819147371
643	0.06816125501
644	0.06813977371
645	0.06812170448
646	0.06811353207
647	0.06808755512
648	0.06806142866
649	0.06805036412
650	0.06802559223
651	0.06801336055
652	0.068004151
653	0.06799792324
654	0.06798514837
655	0.06796984665
656	0.06795573074
657	0.06794971415
658	0.06792070773
659	0.06788482211
660	0.06786398967
661	0.06784885015
662	0.06779190033
663	0.06776620864
664	0.0677519269
665	0.06770973814
666	0.06766868598
667	0.06763626282
668	0.0676225225
669	0.06757720934
670	0.06756838651
671	0.06755699198
672	0.06752067165
673	0.06750622616
674	0.06749781947
675	0.06744945393
676	0.06743167689
677	0.06742583225
678	0.06740087246
679	0.06736803801
680	0.06735661034
681	0.06734716868
682	0.06733186459
683	0.06728399919
684	0.06727227783
685	0.06724962284
686	0.06722455362
687	0.06718288411
688	0.06714320204
689	0.06713590533
690	0.06711319638
691	0.06707556542
692	0.06705046825
693	0.06703401979
694	0.06701306532
695	0.06698738268
696	0.06695341133
697	0.06692081907
698	0.06689055443
699	0.06684924669
700	0.06682697486
701	0.06680680312
702	0.06677205437
703	0.06676543037
704	0.06673714279
705	0.06669973186
706	0.06669299668
707	0.06668150224
708	0.06666597189
709	0.06664847761
710	0.06664066693
711	0.06659428914
712	0.06656573133
713	0.06655810191
714	0.066540429
715	0.06653050483
716	0.06651112659
717	0.0664795918
718	0.06647385832
719	0.06646060501
720	0.06644247016
721	0.06643369046
722	0.06640094963
723	0.06637173329
724	0.06635099595
725	0.06633503061
726	0.06629385171
727	0.06628586314
728	0.06625803289
729	0.06623342167
730	0.06619433787
731	0.06617726042
732	0.06614697251
733	0.06612689563
734	0.06609870361
735	0.06609111105
736	0.06608132825
737	0.06607570157
738	0.06606513932
739	0.0660313568
740	0.0660127566
741	0.06599072909
742	0.06597473361
743	0.06595899099
744	0.06593858003
745	0.06592303089
746	0.06590492891
747	0.06586552457
748	0.06585246626
749	0.06583146346
750	0.06580330895
751	0.06578601721
752	0.06578065103
753	0.06575483909
754	0.06574165124
755	0.06573226093
756	0.06569573521
757	0.06567507601
758	0.06566459286
759	0.06564029291
760	0.06561815819
761	0.06559855463
762	0.06558426188
763	0.06557367323
764	0.06554043918
765	0.0655168134
766	0.06549489797
767	0.06548366746
768	0.06545947454
769	0.06544473202
770	0.0654257065
771	0.06541779851
772	0.06541352372
773	0.06540610447
774	0.06539000495
775	0.06536716038
776	0.0653529204
777	0.06534399691
778	0.06531881059
779	0.06530490849
780	0.06528571162
781	0.06527277085
782	0.0652627796
783	0.06523310295
784	0.065223214
785	0.06520945895
786	0.06517083091
787	0.06514255432
788	0.06512263389
789	0.06511053271
790	0.06509482765
791	0.06506787002
792	0.06505630373
793	0.06504490206
794	0.06503072006
795	0.06502682045
796	0.06499367677
797	0.06498531488
798	0.06494182542
799	0.06492923311
800	0.06490616026
801	0.06489768418
802	0.06487687781
803	0.06486632183
804	0.06485345589
805	0.06482662564
806	0.06480950886
807	0.06480026292
808	0.06478798045
809	0.06478013422
810	0.0647537676
811	0.06474575337
812	0.06471906737
813	0.06469100104
814	0.06464878001
815	0.0646226845
816	0.06460763181
817	0.06458015972
818	0.06456552932
819	0.06454456017
820	0.06452116967
821	0.06450994709
822	0.06449979976
823	0.06447774672
824	0.06446746447
825	0.06444531392
826	0.06444043276
827	0.06441956946
828	0.064398986
829	0.06438070375
830	0.06436074588
831	0.06434320097
832	0.06432269854
833	0.06430273702
834	0.06428632331
835	0.06426741668
836	0.06426005295
837	0.06425634718
838	0.06423846516
839	0.06423088188
840	0.06419401044
841	0.06417725202
842	0.06415796319
843	0.06415358359
844	0.06413897043
845	0.06413180913
846	0.06411495218
847	0.06407912358
848	0.06406425653
849	0.06405128191
850	0.06404055137
851	0.06403427438
852	0.0640108726
853	0.06400199612
854	0.06398529237
855	0.06397625849
856	0.06396802493
857	0.06396480865
858	0.06394498289
859	0.06392689982
860	0.06391942039
861	0.06391104935
862	0.06390180709
863	0.06387807889
864	0.06386429278
865	0.06385892591
866	0.06385039552
867	0.06382998658
868	0.0638120273
869	0.06379392019
870	0.06375587659
871	0.06374091263
872	0.06373509865
873	0.06372237485
874	0.06370490199
875	0.06368592935
876	0.06368004183
877	0.06365963451
878	0.06365452018
879	0.06364267777
880	0.06363017577
881	0.06362738293
882	0.06361500894
883	0.06357934131
884	0.06356734423
885	0.06356406653
886	0.06355661432
887	0.0635486852
888	0.06353468182
889	0.06351307839
890	0.0634958785
891	0.06348816052
892	0.06347539883
893	0.06345607301
894	0.06343400152
895	0.06341814658
896	0.063398489
897	0.0633822897
898	0.0633615933
899	0.06334623411
900	0.06333945482
901	0.06332268277
902	0.06331550484
903	0.06329965069
904	0.06329227295
905	0.06327731332
906	0.06325498216
907	0.06323391226
908	0.06321479045
909	0.06319806825
910	0.06317549537
911	0.06316232663
912	0.0631523808
913	0.06313856073
914	0.06312882604
915	0.06311569512
916	0.06311102774
917	0.06309508154
918	0.06308819255
919	0.06307709783
920	0.06306525973
921	0.06304653282
922	0.0630234111
923	0.06300855951
924	0.06297391896
925	0.06294161181
926	0.06292620211
927	0.06291343425
928	0.06290419002
929	0.0628791028
930	0.06287647074
931	0.06286117858
932	0.0628557069
933	0.06284402514
934	0.06283693161
935	0.06282326437
936	0.06281805241
937	0.06280902473
938	0.06278136167
939	0.06277519415
940	0.06275445443
941	0.06274945856
942	0.06274355922
943	0.06273514984
944	0.06273080654
945	0.06271104829
946	0.06270337557
947	0.06270097865
948	0.06268903036
949	0.06266940893
950	0.06264341394
951	0.06263129945
952	0.06261724715
953	0.06259406999
954	0.06257107931
955	0.06255567268
956	0.06255367666
957	0.06254716075
958	0.062544287
959	0.06251924302
960	0.0625048929
961	0.06249523867
962	0.06249048203
963	0.06246155817
964	0.06244496131
965	0.06242506496
966	0.06241274125
967	0.062403925
968	0.06238016268
969	0.0623588996
970	0.06235344748
971	0.06234868584
972	0.06233409577
973	0.06232926652
974	0.06231939836
975	0.06230984299
976	0.06229568634
977	0.06229117278
978	0.06227948441
979	0.06226005709
980	0.06224595789
981	0.06222143259
982	0.06221930658
983	0.06219594795
984	0.06217274545
985	0.06215429664
986	0.06214595755
987	0.06213565444
988	0.06212153342
989	0.0621159181
990	0.06210666288
991	0.06207686779
992	0.06207455399
993	0.06205274347
994	0.06204812217
995	0.06202950447
996	0.06202333714
997	0.06200781287
998	0.06200364201
999	0.06199520479
